שם ישוב,סמל ישוב,מספר קלפי,בזב,מצביעים,פסולים,כשרים,אמת,ג,דעם,ום,ז,זי,זך,זנ,זץ,טב,י,יז,ין,יץ,כ,ךק,ל,מחל,מרצ,נ,נז,נך,נץ,נר,ן,ןך,ןנ,פה,ףז,ףי,ףך,ףנ,ףץ,צק,ץ,ץז,ץי,ק,קי,קן,קף,ר,שס
אום אל-פחם,2710,39,571,238,0,238,0,0,20,196,0,0,0,0,0,1,0,0,0,0,1,0,0,1,14,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
אום אל-פחם,2710,41,782,324,0,324,1,0,18,287,0,0,0,0,0,0,0,0,0,0,2,0,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
אום אל-פחם,2710,42,752,569,0,569,1,0,180,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
אום אל-פחם,2710,43,609,269,3,266,0,0,26,223,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
אום אל-פחם,2710,44,617,206,0,206,0,0,20,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
אום אל-פחם,2710,45,732,272,1,271,2,0,18,223,0,0,0,0,0,0,1,0,0,0,0,0,0,1,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
אום אל-פחם,2710,46,577,217,4,213,1,0,19,168,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2
אום אל-פחם,2710,47,667,324,2,322,1,0,41,243,0,0,0,0,0,0,0,0,0,0,18,0,1,2,11,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
אום אל-פחם,2710,48,649,258,6,252,1,0,16,223,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
אום אל-פחם,2710,49,576,246,4,242,0,0,12,217,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
אום אל-פחם,2710,50,711,343,4,339,0,1,49,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
אום אל-פחם,2710,51,631,404,4,400,0,0,108,270,0,0,0,0,0,0,0,0,0,0,6,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
אום אל-פחם,2710,53,534,223,1,222,0,0,10,200,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
אום אל-פחם,2710,54,517,232,0,232,0,0,20,201,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
אום אל-פחם,2710,55,577,181,0,181,0,0,8,166,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
אום אל-פחם,2710,56,574,235,0,235,1,0,13,210,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
אום אל-קוטוף,2024,1,693,363,1,362,3,0,107,113,0,0,0,0,0,1,0,0,0,0,0,0,0,3,78,1,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
אום בטין,1358,1,662,224,4,220,1,0,182,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,1,0,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
אום בטין,1358,2,609,216,5,211,1,0,169,12,0,2,0,0,0,0,0,0,0,0,0,0,0,5,9,1,0,0,0,0,0,0,0,8,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0
אום בטין,1358,3,649,207,4,203,0,0,153,20,0,0,0,0,0,1,0,0,0,0,0,0,0,4,6,3,0,0,1,1,0,0,0,8,0,0,0,1,0,3,0,0,1,0,0,0,0,0,1
אומן,1108,1,347,209,1,208,1,1,0,0,9,1,0,0,0,5,0,0,0,0,8,0,22,100,1,3,1,0,0,6,1,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
אומץ,680,1,510,380,0,380,44,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,37,26,14,0,0,0,8,0,0,0,235,0,0,0,0,0,2,0,0,0,1,0,0,0,0,4
אופקים,31,1,382,221,3,218,12,1,0,0,3,0,0,0,1,6,0,0,0,0,4,0,2,127,1,6,0,0,0,4,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
אופקים,31,2,643,347,3,344,3,20,0,0,12,0,0,0,0,10,0,0,0,0,7,0,19,164,2,6,0,0,0,6,2,0,0,27,0,0,0,0,2,0,0,0,0,0,0,0,0,0,64
אופקים,31,3,490,305,2,303,5,6,0,0,14,0,0,0,0,24,0,0,0,0,8,0,1,152,1,17,0,0,0,4,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
אופקים,31,4,536,332,9,323,17,6,0,0,5,0,0,0,0,13,0,0,0,0,6,0,26,135,5,11,0,0,0,8,0,0,0,35,0,2,0,0,0,0,1,0,0,0,0,0,0,0,53
אופקים,31,5,474,206,1,205,5,1,0,0,3,1,0,0,0,9,0,0,0,0,13,0,34,80,0,1,1,0,0,0,5,0,0,23,0,0,1,0,0,0,0,0,0,2,1,0,0,0,25
אופקים,31,6.1,556,316,11,305,5,5,0,1,12,0,0,0,1,16,0,0,0,0,14,0,29,147,1,9,0,0,0,3,1,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
אופקים,31,6.2,556,319,4,315,3,12,0,0,12,0,0,0,0,26,0,0,0,0,5,0,24,142,4,15,0,0,0,9,1,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
אופקים,31,6.3,555,304,4,300,6,5,0,0,10,0,0,0,0,8,0,0,0,0,13,0,48,143,1,9,0,0,0,1,5,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22
אופקים,31,7,637,294,2,292,1,10,0,0,11,0,0,0,0,12,0,0,0,0,7,0,47,150,0,3,0,0,0,6,0,0,0,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28
אופקים,31,9,647,367,10,357,12,8,0,1,23,0,0,0,0,9,0,0,0,0,12,0,26,182,3,9,0,0,0,4,0,0,0,38,1,0,0,0,0,1,0,0,0,0,0,0,0,0,28
אופקים,31,10,596,432,2,430,1,122,0,0,4,0,0,0,0,3,0,0,0,0,0,0,13,46,0,1,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234
אופקים,31,11,551,453,5,448,0,196,0,0,4,0,0,0,0,8,0,0,0,0,5,0,3,48,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182
אופקים,31,12,713,575,4,571,4,249,0,0,7,0,0,0,1,8,0,0,0,0,1,0,7,45,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,245
אופקים,31,13,512,371,2,369,3,73,0,0,13,0,0,0,1,18,0,0,0,0,9,0,1,139,0,8,1,0,1,4,0,0,0,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,78
אופקים,31,14,561,476,7,469,2,308,0,0,6,0,0,0,0,4,0,0,0,0,5,0,4,30,0,2,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
אופקים,31,15,533,386,1,385,1,123,0,0,1,0,0,0,0,2,0,0,0,0,9,1,16,87,0,2,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,133
אופקים,31,16,686,325,7,318,0,6,0,0,26,0,0,0,0,10,0,0,0,0,10,0,95,126,3,8,0,0,0,0,2,0,0,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12
אופקים,31,17,779,493,6,487,3,2,0,0,13,1,0,0,0,27,0,0,0,0,21,0,26,294,2,15,0,0,0,2,2,0,1,27,0,0,1,0,1,2,0,0,0,0,0,0,0,0,47
אופקים,31,20,616,574,10,564,3,333,0,0,5,0,0,0,0,9,0,0,0,0,5,0,3,29,1,5,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166
אופקים,31,21,569,292,1,291,4,2,0,0,16,0,0,0,0,5,0,0,0,0,6,0,59,114,2,11,0,0,0,6,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
אופקים,31,22,512,382,2,380,10,31,0,0,11,0,0,0,0,9,0,0,0,0,24,0,3,175,0,19,0,0,0,8,1,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
אופקים,31,23,696,449,4,445,5,10,0,0,20,0,0,0,1,1,0,0,0,0,29,0,43,220,3,8,0,0,0,7,4,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
אופקים,31,24,698,454,3,451,9,15,0,0,27,0,0,0,2,11,0,0,0,0,22,0,41,210,3,12,0,0,0,6,1,0,0,43,0,0,0,0,0,1,0,0,0,1,0,0,0,0,47
אופקים,31,25.1,554,367,3,364,4,4,0,0,18,0,0,0,0,14,0,0,0,0,12,0,29,193,3,10,0,0,0,4,3,0,0,28,0,0,0,0,0,1,0,0,0,0,0,1,0,0,40
אופקים,31,25.2,554,316,1,315,3,4,0,0,6,0,0,0,1,17,0,0,0,0,14,0,33,155,1,15,0,0,0,3,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
אופקים,31,25.3,554,346,5,341,7,8,1,0,17,0,0,0,1,10,0,0,0,0,23,0,76,128,2,7,0,0,0,0,1,0,0,37,0,1,0,0,0,1,2,0,0,0,0,0,0,0,19
אופקים,31,26,534,291,8,283,3,5,0,0,10,1,0,0,0,14,0,0,0,0,14,0,28,120,0,3,0,0,0,2,2,0,0,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,59
אופקים,31,28,737,506,4,502,0,127,0,0,10,0,0,0,0,2,0,0,0,0,8,0,17,98,5,5,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,217
אופקים,31,30,609,498,4,494,3,158,0,0,12,0,0,0,2,29,0,0,0,0,11,0,3,99,0,12,0,0,0,6,0,0,0,33,0,0,0,0,1,0,0,0,0,0,0,1,0,0,124
אופקים,31,31,758,546,3,543,10,25,0,0,18,0,0,0,0,25,0,0,0,0,18,0,12,272,6,26,0,0,0,6,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80
אופקים,31,32,523,342,6,336,0,3,0,0,18,0,0,0,0,11,0,0,0,0,17,0,37,165,0,5,2,0,0,2,0,0,1,37,0,1,0,1,0,0,0,0,0,1,0,0,0,0,35
אופקים,31,33,519,444,11,433,0,245,0,0,2,0,0,0,0,4,0,0,0,0,2,0,7,35,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,132
אופקים,31,34,634,373,2,371,2,1,0,0,14,0,0,0,0,45,0,0,1,0,11,0,19,194,2,19,0,0,0,2,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
אופקים,31,35,695,456,6,450,6,2,0,0,28,0,0,0,0,12,0,0,0,0,9,0,47,251,2,9,0,0,0,1,2,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
אופקים,31,36,770,557,2,555,6,39,0,0,19,0,0,0,1,37,0,0,0,0,22,0,16,223,4,39,0,0,0,7,4,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83
אור הגנוז,1294,1,257,157,2,155,0,74,0,0,7,0,0,0,0,12,0,0,0,0,1,0,0,18,2,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
אור הנר,67,1,603,493,0,493,118,0,0,2,12,0,0,0,0,1,0,0,0,0,19,0,5,16,26,6,0,0,0,9,0,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
אור יהודה,2400,1,475,275,4,271,6,4,0,0,8,0,0,0,0,4,0,0,0,0,9,0,1,182,3,4,0,0,0,2,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
אור יהודה,2400,2,632,439,5,434,2,13,0,0,11,0,0,0,1,13,0,0,0,0,17,0,6,267,2,7,0,0,0,1,0,0,0,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,56
אור יהודה,2400,3,575,370,5,365,3,4,0,1,4,0,0,0,0,5,1,0,0,0,21,1,11,173,5,6,0,0,1,6,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,85
אור יהודה,2400,4,543,339,5,334,2,4,0,0,8,0,0,0,0,4,0,0,0,0,13,0,4,203,4,8,0,0,0,6,1,0,0,32,0,0,0,1,0,0,1,0,0,0,0,0,0,0,43
אור יהודה,2400,5.1,599,411,1,410,11,4,0,0,11,0,0,0,0,5,0,0,0,0,22,0,2,190,6,5,0,0,0,10,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,78
אור יהודה,2400,5.2,599,451,3,448,22,4,0,1,13,0,0,0,1,7,0,0,0,0,22,0,5,151,10,7,0,0,0,13,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
אור יהודה,2400,5.3,599,422,5,417,10,3,0,0,15,0,0,0,0,7,0,0,0,0,23,0,4,183,6,11,0,0,0,9,1,0,0,61,0,0,0,0,0,0,1,0,0,0,0,0,0,0,83
אור יהודה,2400,5.4,599,429,4,425,16,2,0,0,2,0,0,0,1,10,0,0,0,0,15,0,5,200,1,11,0,0,0,6,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
אור יהודה,2400,5.5,599,420,3,417,13,1,0,0,10,0,0,0,1,4,0,0,0,0,38,0,5,203,1,7,0,0,0,6,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
אור יהודה,2400,5.6,595,400,1,399,17,3,0,0,10,0,0,0,1,8,0,0,0,0,16,0,3,166,3,11,0,0,1,5,2,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42
אור יהודה,2400,6,461,290,3,287,4,3,1,0,6,0,0,0,0,4,0,0,0,0,13,0,5,159,1,4,0,0,0,3,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,62
אור יהודה,2400,7,582,405,3,402,7,16,0,0,13,0,0,0,0,11,0,0,0,0,18,0,1,236,0,6,1,0,1,7,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
אור יהודה,2400,9,613,422,8,414,5,4,0,1,8,0,0,0,1,2,0,0,0,0,8,1,5,284,3,7,0,0,0,6,0,0,0,22,0,0,0,0,0,0,1,0,0,0,0,1,0,0,55
אור יהודה,2400,10,697,489,2,487,14,4,0,0,11,0,0,0,0,22,0,0,0,0,26,0,3,286,2,7,1,0,0,6,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
אור יהודה,2400,12,540,372,10,362,3,4,0,0,5,0,0,0,0,9,0,0,0,0,23,0,7,192,2,9,0,0,1,4,0,0,0,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,72
אור יהודה,2400,13,507,318,9,309,6,0,0,0,3,0,0,0,0,4,0,0,0,0,8,0,0,209,0,1,1,0,0,2,0,0,0,23,1,0,0,0,0,1,0,0,0,0,0,1,1,0,48
אור יהודה,2400,15,561,328,5,323,4,2,0,0,3,0,0,0,0,5,0,0,0,0,11,0,0,227,1,1,0,0,0,1,0,0,0,21,0,0,0,0,0,2,0,0,0,0,0,1,1,0,43
אור יהודה,2400,16,558,358,2,356,9,1,0,0,5,0,0,0,0,4,0,0,0,0,11,0,7,209,2,13,0,0,0,5,0,0,0,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,39
אור יהודה,2400,17,629,356,8,348,6,4,0,0,7,0,0,0,0,3,0,0,0,0,14,0,6,186,3,8,0,0,1,3,0,0,0,41,0,0,1,1,1,0,0,0,0,0,1,0,1,0,61
אור יהודה,2400,18.1,688,399,5,394,7,3,0,0,11,0,0,0,0,4,0,0,0,0,15,0,4,248,1,6,0,0,0,4,0,0,0,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,63
אור יהודה,2400,18.2,688,447,6,441,5,8,0,0,15,0,0,0,0,4,0,0,0,0,11,0,1,264,5,8,0,0,0,4,0,1,0,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,85
אור יהודה,2400,18.3,687,460,8,452,5,5,0,0,13,0,0,0,0,10,0,0,0,0,19,0,4,266,2,11,0,0,0,3,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,1,0,66
אור יהודה,2400,20,492,297,4,293,4,2,0,0,3,0,0,0,1,1,0,0,0,0,9,0,1,177,4,2,0,0,0,4,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
אור יהודה,2400,21,633,434,4,430,6,2,0,0,10,0,0,0,3,11,0,0,0,0,13,1,4,225,3,4,0,0,0,3,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,1,2,0,115
אור יהודה,2400,22,616,415,8,407,22,2,0,0,12,0,0,0,0,8,0,0,0,0,14,0,3,173,6,10,0,0,0,5,2,0,0,91,0,0,1,0,0,0,0,0,1,0,0,0,1,0,56
אור יהודה,2400,23,465,289,4,285,8,3,0,0,7,0,0,0,0,9,0,0,0,0,13,0,2,169,1,1,0,0,0,2,1,0,0,31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,37
אור יהודה,2400,24,509,324,4,320,7,8,0,0,4,0,0,0,0,2,0,0,0,0,22,0,6,176,5,3,0,0,0,4,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
אור יהודה,2400,27,574,445,0,445,20,3,0,0,15,0,0,0,0,9,0,0,0,0,26,0,1,138,19,10,0,0,1,9,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
אור יהודה,2400,29,696,528,4,524,24,1,0,4,9,0,0,0,0,6,0,0,0,0,31,0,5,174,13,11,0,0,1,15,2,0,0,191,0,0,0,0,0,1,0,0,0,1,0,0,0,0,35
אור יהודה,2400,30,565,370,3,367,4,4,0,0,7,0,0,0,0,7,0,0,0,0,15,0,3,195,1,7,1,0,0,2,0,0,0,21,0,0,1,0,0,0,0,0,0,2,0,0,0,0,97
אור יהודה,2400,31,663,459,5,454,11,5,0,0,8,0,0,0,0,13,0,0,0,0,32,0,1,236,4,16,0,0,0,11,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
אור יהודה,2400,32,547,409,1,408,17,1,1,1,8,0,0,0,0,1,0,0,0,0,16,0,3,149,12,6,0,0,0,10,0,0,0,162,0,1,0,0,0,2,0,0,0,0,0,0,0,0,18
אור יהודה,2400,33,500,369,3,366,25,1,0,0,4,0,0,0,1,2,0,0,0,0,23,0,1,141,3,7,0,0,0,11,0,0,0,133,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13
אור יהודה,2400,35,547,432,3,429,17,1,0,0,17,0,0,0,0,8,0,0,0,0,30,0,4,155,8,12,0,0,0,11,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
אור יהודה,2400,36,728,519,1,518,11,30,0,0,13,0,0,0,0,11,0,0,0,0,22,0,7,228,7,11,0,0,0,15,0,0,0,62,0,0,0,0,0,0,0,0,1,1,0,0,0,0,99
אור יהודה,2400,37,558,445,0,445,8,10,0,0,10,1,0,0,1,6,0,0,0,0,20,0,0,229,2,11,0,0,0,9,0,0,0,97,0,0,0,2,0,0,0,0,0,0,0,0,0,0,39
אור יהודה,2400,38,532,415,3,412,5,14,0,0,9,0,0,0,0,7,0,0,0,0,33,0,1,204,2,8,0,0,0,4,0,0,0,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,49
אור יהודה,2400,40,660,475,3,472,9,8,0,0,14,0,0,0,0,15,0,0,0,0,30,0,8,265,1,10,0,0,0,12,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
אור יהודה,2400,41,508,401,0,401,30,1,0,0,5,0,0,0,0,7,0,0,0,0,27,0,9,140,3,11,0,0,1,16,1,0,0,135,1,0,0,0,1,0,0,0,0,0,0,0,1,0,12
אור יהודה,2400,43.1,469,346,2,344,4,4,1,1,7,0,0,0,0,11,0,0,0,0,30,0,1,198,2,7,0,0,0,6,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
אור יהודה,2400,43.2,469,342,2,340,12,4,0,0,7,1,0,0,1,13,0,0,0,0,19,0,1,176,6,6,0,0,0,10,3,0,0,25,0,0,0,0,0,0,0,0,0,1,0,1,0,0,54
אור יהודה,2400,43.3,469,328,2,326,7,3,0,0,10,0,0,0,0,11,0,0,0,0,29,0,2,176,2,4,0,0,0,8,0,0,0,49,0,0,0,0,0,1,0,0,0,0,1,0,0,0,23
אור יהודה,2400,44,547,399,4,395,7,5,0,0,7,0,0,0,0,6,0,0,0,0,14,0,1,244,2,9,0,0,1,6,0,0,0,54,0,0,0,0,0,0,1,0,0,0,0,0,0,0,38
אור יהודה,2400,45,539,412,3,409,22,1,0,0,12,0,0,0,0,6,0,0,0,0,25,0,6,152,8,12,0,0,0,12,0,0,0,141,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11
אור יהודה,2400,46,622,471,12,459,6,4,0,2,13,1,0,0,1,6,0,0,0,0,19,0,12,258,2,4,1,0,0,13,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
אור יהודה,2400,47,614,486,3,483,15,4,0,1,8,0,0,0,0,7,0,0,0,0,29,0,2,251,3,11,0,0,0,11,0,0,0,92,0,0,0,0,0,0,0,0,0,1,0,0,0,0,48
אור יהודה,2400,101,415,345,5,340,10,6,0,0,8,0,0,0,9,8,0,0,0,0,35,0,0,141,1,6,0,0,0,6,0,0,0,43,0,0,0,0,0,0,0,0,0,1,0,0,0,0,66
אור עקיבא,1020,1,567,365,1,364,3,15,0,0,8,0,0,0,0,9,0,0,0,1,11,0,15,197,2,12,0,0,0,2,2,0,0,29,0,0,1,0,0,0,0,0,0,1,0,0,0,0,56
אור עקיבא,1020,2,742,455,5,450,5,7,0,1,6,0,0,0,0,11,0,0,0,0,29,0,9,257,3,10,0,0,0,5,0,0,0,33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,73
אור עקיבא,1020,3,763,466,5,461,8,13,0,0,8,0,0,0,0,4,0,0,0,0,17,0,55,255,2,1,1,0,0,3,0,0,0,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,70
אור עקיבא,1020,4,765,521,0,521,9,18,0,0,11,0,0,0,1,22,0,0,0,0,26,0,7,262,2,17,0,0,0,10,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101
אור עקיבא,1020,5,583,316,3,313,0,0,0,2,12,0,0,0,0,5,0,0,0,0,9,0,28,192,8,5,1,0,0,0,0,0,0,23,0,0,0,0,0,0,1,0,0,1,0,0,0,0,26
אור עקיבא,1020,6,577,384,2,382,1,8,0,0,6,0,0,0,0,10,0,0,0,0,15,0,1,200,0,8,0,0,0,2,0,0,0,21,0,0,0,0,0,1,0,0,0,1,0,0,0,0,108
אור עקיבא,1020,7,509,262,2,260,1,3,0,0,6,0,0,0,1,10,0,0,0,0,8,0,14,166,4,4,0,0,0,2,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
אור עקיבא,1020,8,652,310,3,307,1,1,0,0,14,0,0,0,0,9,0,0,0,0,11,0,19,200,1,0,0,0,0,7,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
אור עקיבא,1020,9,559,345,3,342,8,4,0,0,15,0,0,0,0,2,0,0,0,0,19,0,16,180,3,4,0,0,0,5,0,0,0,23,0,0,0,0,0,0,0,0,0,1,1,0,0,0,61
אור עקיבא,1020,10,668,369,5,364,6,4,0,0,6,0,0,0,0,3,0,0,1,0,14,0,24,236,0,6,0,0,0,2,0,0,0,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,35
אור עקיבא,1020,11,561,310,4,306,4,1,0,0,10,0,0,0,1,2,0,0,0,0,17,0,33,196,2,2,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,2,1,0,0,0,13
אור עקיבא,1020,12.1,644,423,0,423,11,4,0,0,19,0,0,0,1,5,0,0,0,0,20,0,43,220,3,11,1,0,0,3,2,0,0,57,0,0,0,0,0,0,0,0,0,1,1,0,0,0,21
אור עקיבא,1020,12.2,644,407,1,406,7,4,0,0,17,0,0,0,0,4,0,0,0,0,28,0,66,174,4,8,0,0,0,6,1,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
אור עקיבא,1020,12.3,644,403,2,401,7,1,0,0,23,0,0,0,0,7,0,0,0,0,16,0,53,197,2,16,0,0,0,6,0,0,0,55,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17
אור עקיבא,1020,12.4,644,418,3,415,5,3,0,0,13,1,0,0,0,4,0,0,0,0,28,0,63,189,4,7,0,0,0,5,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10
אור עקיבא,1020,12.5,642,396,6,390,4,4,0,0,16,0,0,0,0,0,0,0,0,0,17,0,89,176,0,12,0,0,0,3,0,0,0,55,0,0,0,0,0,1,0,0,0,1,0,1,0,0,11
אור עקיבא,1020,16,546,346,0,346,4,4,0,0,19,0,0,0,0,1,0,0,0,0,21,0,48,187,2,3,0,0,0,3,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15
אור עקיבא,1020,19,560,327,1,326,2,3,0,0,18,0,0,0,0,1,0,0,0,0,13,0,39,192,2,3,0,0,0,3,1,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
אור עקיבא,1020,20,510,309,5,304,5,0,0,0,9,0,0,0,0,1,0,0,0,0,16,0,92,118,4,3,1,0,0,1,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
אור עקיבא,1020,21,555,344,4,340,2,6,0,0,11,0,0,0,0,13,0,0,0,0,10,0,76,162,0,7,0,0,0,1,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
אור עקיבא,1020,23,631,420,9,411,10,6,0,1,23,0,0,0,0,4,0,0,0,0,16,0,35,223,2,4,0,0,2,7,1,0,0,76,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
אור עקיבא,1020,24,732,548,4,544,9,1,0,0,26,0,0,0,1,13,0,0,0,0,33,0,14,255,3,15,0,0,0,17,3,0,0,124,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29
אור עקיבא,1020,25,658,462,2,460,5,4,0,0,9,0,0,0,0,3,0,0,0,0,34,0,19,276,4,9,0,0,0,5,1,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
אור עקיבא,1020,26,558,413,1,412,15,2,0,0,13,0,0,0,0,6,0,0,0,0,39,0,15,191,2,11,0,0,0,7,0,0,0,98,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12
