שם ישוב,סמל ישוב,מספר קלפי,בזב,מצביעים,פסולים,כשרים,אמת,ג,ד,ה,ו,ז,זה,זך,חץ,טב,יש,כ,כן,כץ,ל,מחל,מרצ,נץ,עם,פ,פז,פכ,פץ,ף,צה,ק,קז,קנ,קפ,רק,שס
אשדוד,70,810,0,366,6,360,71,2,0,0,0,0,2,19,0,13,1,3,89,0,48,25,5,0,0,0,0,0,0,0,0,0,3,4,0,3,72
אשדוד,70,820,0,269,5,264,44,4,0,0,0,0,5,11,0,24,1,2,51,0,23,31,1,0,0,1,0,0,1,0,0,0,2,2,1,4,56
אשדוד,70,830,0,372,4,368,48,8,1,0,0,0,2,27,3,12,0,0,71,0,75,38,1,1,2,2,1,0,1,0,0,1,2,5,0,4,63
אשדוד,70,840,0,408,8,400,71,10,0,0,1,0,6,16,4,27,1,9,66,0,36,49,4,0,0,1,0,0,1,0,0,0,3,3,0,4,88
אשדוד,70,850,0,407,10,397,49,7,0,0,0,0,3,14,0,26,1,0,94,1,71,50,0,0,0,2,1,1,0,0,0,2,0,4,0,3,68
אשדוד,70,860,0,314,14,300,21,10,2,0,0,0,11,7,1,10,2,0,68,0,57,37,3,0,0,1,1,1,0,0,2,2,2,6,0,0,56
אשדוד,70,870,0,303,4,299,51,6,0,0,0,0,0,16,1,32,0,0,75,0,21,35,5,0,0,3,0,0,0,0,0,0,1,2,0,10,41
אשדוד,70,880,0,336,7,329,44,9,0,0,1,0,12,10,0,7,2,0,51,1,52,40,3,0,5,0,0,1,1,0,0,2,0,0,0,1,87
אשדוד,70,890,0,427,4,423,103,2,0,1,1,0,1,37,1,26,2,3,139,0,12,42,9,0,0,6,0,0,0,0,0,0,0,4,0,8,26
אשדוד,70,900,0,274,2,272,52,8,1,0,0,0,0,23,1,36,1,2,65,0,16,29,8,0,0,3,0,0,0,0,0,0,0,3,0,4,20
אשדוד,70,910,0,319,8,311,36,6,0,0,0,1,6,7,0,10,1,0,54,0,61,48,1,1,0,0,0,1,0,0,0,1,1,5,0,2,69
אשדוד,70,920,0,383,4,379,75,5,0,0,0,0,0,25,0,38,0,1,104,0,31,35,8,0,0,1,0,0,0,0,0,0,0,5,0,5,46
אשדוד,70,930,0,375,9,366,46,7,0,1,1,0,1,15,0,28,1,1,72,1,45,46,7,0,1,0,0,0,0,1,1,1,0,2,0,9,79
אשדוד,70,940,0,278,9,269,15,11,0,0,0,0,7,4,1,8,0,0,43,0,45,24,1,1,0,1,0,0,0,0,0,0,0,1,0,0,107
אשדוד,70,950,0,272,6,266,24,7,0,0,0,0,15,2,0,4,0,0,40,0,78,19,0,0,0,0,0,0,1,0,0,0,2,2,0,3,69
אשדוד,70,960,0,319,7,312,10,7,0,0,0,0,9,5,2,8,0,1,85,0,120,37,6,0,0,1,0,0,0,0,0,0,0,2,2,0,17
אשדוד,70,970,0,333,14,319,23,12,0,0,0,1,5,5,2,10,0,1,61,0,77,34,4,0,0,1,1,0,0,0,0,0,0,2,1,2,77
אשדוד,70,980,0,485,14,471,14,115,1,0,0,0,176,6,0,6,0,4,12,0,18,19,1,1,2,1,1,0,2,0,0,0,2,3,0,1,86
אשדוד,70,990,0,336,6,330,25,17,0,0,0,0,1,20,0,16,3,0,57,0,77,26,1,4,0,0,0,1,0,0,0,1,1,4,0,0,76
אשדוד,70,1000,0,373,13,360,75,9,0,0,0,0,1,30,0,18,2,0,105,0,29,21,13,1,1,4,1,0,0,0,0,0,0,6,0,7,37
אשדוד,70,1010,0,391,13,378,18,17,0,0,0,0,14,10,2,8,2,0,89,0,115,30,4,1,1,1,1,1,2,0,0,0,3,7,0,4,48
אשדוד,70,1020,0,345,8,337,56,3,0,0,0,0,0,15,0,9,0,3,84,0,53,37,11,0,0,1,0,0,1,0,0,0,1,3,0,3,57
אשדוד,70,1030,0,380,4,376,62,3,0,0,0,0,0,27,1,28,0,0,108,0,41,48,5,0,0,0,1,0,0,0,0,0,1,5,0,3,43
אשדוד,70,1040,0,408,5,403,59,4,0,0,1,0,0,34,3,26,3,2,105,0,37,58,13,0,0,2,0,0,1,0,0,0,0,3,0,9,43
אשדוד,70,1050,0,359,7,352,70,4,0,0,0,0,0,25,0,14,0,2,95,0,38,32,2,0,0,0,0,0,1,0,1,0,0,1,0,5,62
אשדוד,70,1060,0,345,3,342,72,0,0,0,0,1,1,27,3,16,0,0,105,0,22,31,4,0,0,0,1,0,0,0,0,1,0,4,0,5,49
אשדוד,70,1070,0,327,3,324,65,2,0,0,0,0,0,19,0,22,0,1,83,1,28,34,8,0,0,2,0,0,0,0,1,0,0,3,0,5,50
אשדוד,70,1080,0,516,14,502,94,6,2,0,0,0,0,24,0,15,0,1,135,0,127,43,17,1,0,2,0,0,0,0,0,1,1,1,0,2,30
אשדוד,70,1090,0,353,6,347,65,1,0,0,0,0,1,21,0,12,3,0,77,0,58,35,15,1,0,0,1,0,0,0,0,0,0,1,0,7,49
אשדוד,70,1100,0,309,7,302,62,5,0,0,0,1,0,15,0,16,0,2,84,0,28,40,6,0,0,1,0,0,0,0,0,0,0,1,0,7,34
אשדוד,70,1110,0,412,11,401,47,5,0,1,0,0,0,27,2,35,2,2,91,0,47,64,5,0,0,0,0,0,1,0,0,1,1,1,0,3,66
אשדוד,70,1120,0,358,8,350,70,5,0,0,0,0,0,18,0,15,0,2,105,0,43,37,4,0,0,2,1,0,0,0,0,0,2,1,0,3,42
אשדוד,70,1130,0,392,6,386,97,0,0,0,0,0,0,42,2,22,0,5,112,0,10,36,14,0,0,0,0,0,1,0,0,0,0,7,0,8,30
אשדוד,70,1140,0,398,11,387,55,5,0,0,0,0,1,25,0,23,0,2,95,0,41,58,4,0,1,0,0,0,0,0,0,0,0,1,0,1,75
אשדוד,70,1150,0,484,2,482,6,318,0,0,0,0,3,2,1,1,0,1,23,0,49,26,0,0,0,0,0,0,0,1,0,0,0,2,0,1,48
אשדוד,70,1160,0,344,13,331,38,2,0,0,0,0,0,16,1,26,1,1,86,0,52,44,8,0,0,0,0,0,0,0,0,0,0,5,0,3,48
אשדוד,70,1170,0,412,8,404,71,6,0,0,0,0,0,27,0,33,2,0,103,0,39,49,6,2,0,2,0,0,0,0,0,0,2,4,0,2,56
אשדוד,70,1180,0,396,18,378,17,4,0,0,1,0,3,12,0,16,1,2,78,0,148,40,1,0,0,2,0,0,0,1,0,0,2,1,0,4,45
אשדוד,70,1190,0,302,6,296,39,5,0,0,0,0,0,10,0,11,1,1,79,0,59,30,4,0,0,1,1,0,0,0,0,0,0,7,0,4,44
אשדוד,70,1200,0,444,9,435,109,4,0,0,0,0,1,25,1,20,1,2,108,0,43,38,14,1,1,1,0,1,0,0,0,0,1,2,0,8,54
אשדוד,70,1210,0,417,6,411,84,2,0,0,0,0,0,28,0,22,1,0,144,0,6,49,6,0,0,2,0,0,0,0,0,1,0,4,0,7,55
אשדוד,70,1220,0,373,4,369,93,4,0,0,0,0,0,22,0,18,2,1,111,1,27,36,6,0,0,1,0,0,0,0,0,0,1,3,0,4,39
אשדוד,70,1230,0,464,4,460,99,3,0,0,0,0,0,33,1,43,0,0,132,0,13,64,11,0,0,3,1,0,0,0,0,0,1,5,0,9,42
אשדוד,70,1240,0,407,13,394,15,1,0,0,0,0,0,4,13,9,2,1,100,0,170,43,8,0,0,0,1,0,0,1,0,4,0,5,0,0,17
אשדוד,70,1250,0,343,11,332,4,3,0,0,0,1,0,2,3,1,0,1,81,0,189,35,1,0,0,2,1,0,0,1,0,0,0,4,0,1,2
אשדוד,70,1260,0,437,1,436,63,12,0,0,0,0,0,21,0,53,3,0,93,2,39,58,8,0,0,2,0,0,0,0,0,0,0,1,0,6,75
אשדוד,70,1270,0,434,7,427,40,12,0,0,0,0,0,20,1,63,0,1,86,0,42,38,4,2,0,0,1,0,0,0,0,0,0,1,0,3,113
אשדוד,70,1280,0,318,9,309,8,3,0,0,0,0,0,6,2,5,0,3,85,0,167,19,3,0,0,0,0,0,0,0,0,0,0,4,1,0,3
אשדוד,70,1290,0,473,4,469,30,72,0,0,0,0,0,14,1,48,1,10,63,0,29,33,7,0,0,1,0,0,0,0,0,0,1,1,0,1,157
אשדוד,70,1300,0,324,5,319,15,1,0,0,0,0,0,5,4,7,0,1,59,0,138,34,0,0,0,0,0,0,1,0,2,1,1,4,0,0,46
אשדוד,70,1310,0,469,16,453,17,5,0,0,1,0,0,14,2,9,0,4,96,0,231,32,4,0,0,0,0,0,0,0,0,0,0,11,0,2,25
אשדוד,70,1320,0,466,14,452,27,3,0,0,0,0,0,8,5,5,0,0,115,0,211,47,4,0,0,0,2,0,0,0,0,2,4,7,0,6,6
אשדוד,70,1330,0,369,12,357,30,6,0,0,0,0,0,9,0,10,0,0,101,0,139,24,2,0,1,0,1,0,0,0,0,1,0,5,0,1,27
אשדוד,70,1340,0,362,13,349,31,3,0,1,0,0,0,15,2,11,3,1,71,1,132,26,4,1,0,0,0,0,0,0,0,1,2,4,0,6,34
אשדוד,70,1350,0,359,12,347,28,4,0,0,0,0,0,13,1,21,1,0,87,0,92,52,2,0,1,2,0,0,1,4,0,0,0,3,0,2,33
אשדוד,70,1360,0,451,13,438,23,3,2,0,1,0,0,7,2,2,1,0,101,0,232,32,4,0,0,1,1,0,1,1,0,0,2,6,0,3,13
אשדוד,70,1370,0,358,6,352,13,0,0,0,0,0,0,5,5,1,3,0,69,0,205,29,3,0,0,0,0,0,1,1,0,0,1,7,0,3,6
אשדוד,70,1380,0,360,11,349,36,3,1,0,0,0,2,12,5,5,1,0,74,0,139,32,8,0,0,1,0,0,0,0,0,0,0,4,0,5,21
אשדוד,70,1390,0,351,8,343,43,4,0,0,0,0,1,6,2,5,1,1,75,0,109,61,3,1,0,0,0,0,0,0,0,0,0,9,0,4,18
אשדוד,70,1400,0,407,11,396,16,5,0,0,0,0,0,3,11,4,1,0,116,0,174,38,4,0,0,1,0,0,0,1,0,0,1,2,1,8,10
אשדוד,70,1410,0,581,0,581,0,497,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,82
אשדוד,70,1420,0,317,4,313,25,3,0,0,0,0,0,13,3,8,1,0,73,0,131,33,4,1,0,0,0,0,0,0,0,0,0,4,0,0,14
אשדוד,70,1430,0,405,7,398,12,2,1,0,0,0,0,2,1,8,0,1,98,0,197,43,8,0,0,0,0,0,2,1,0,0,0,7,0,6,9
אשדוד,70,1440,0,435,5,430,10,1,0,0,0,0,0,6,6,6,0,1,109,0,228,30,4,0,0,0,0,0,0,1,0,1,1,6,1,9,10
אשדוד,70,1450,0,406,3,403,10,6,0,0,0,0,0,9,0,4,3,0,102,0,209,51,1,0,0,0,1,0,0,0,0,0,1,4,0,0,2
אשדוד,70,1460,0,276,13,263,4,9,0,0,0,0,0,4,0,6,2,0,45,0,144,28,7,0,0,0,0,0,0,0,0,0,0,1,0,1,12
אשדוד,70,1470,0,434,13,421,16,1,0,0,0,0,0,4,5,5,1,0,108,0,191,46,3,0,0,0,0,0,3,1,0,0,1,7,0,9,20
אשדוד,70,1480,0,454,19,435,45,5,0,0,1,0,0,7,3,6,3,0,87,0,218,29,2,1,0,1,1,0,0,2,1,1,1,2,0,4,15
אשדוד,70,1490,0,458,12,446,55,2,0,0,0,0,0,22,0,20,0,0,120,0,121,47,6,0,0,0,2,0,0,0,0,0,0,6,0,3,42
אשדוד,70,1500,0,419,16,403,33,6,0,0,0,0,7,12,1,13,1,1,88,0,135,45,2,0,1,1,0,1,0,0,0,1,2,6,0,1,46
אשדוד,70,1510,0,322,14,308,7,2,1,0,0,0,0,2,1,4,2,0,80,0,152,35,2,0,0,0,1,0,0,1,0,0,0,2,0,6,10
אשדוד,70,1520,0,386,6,380,32,5,1,0,0,0,0,15,2,15,0,2,90,0,112,39,0,0,0,1,0,1,2,0,0,1,2,1,0,0,59
אשדוד,70,1530,0,307,5,302,5,4,1,0,0,1,0,0,6,3,0,1,51,0,168,45,2,0,0,0,1,0,0,0,0,0,0,1,0,0,13
אשדוד,70,1540,0,400,7,393,42,2,0,0,1,0,0,17,2,17,3,1,88,0,128,45,5,0,0,0,0,0,1,0,0,2,0,2,0,1,36
אשדוד,70,1550,0,484,8,476,50,4,0,0,0,1,0,22,2,20,3,2,126,1,113,44,5,0,0,0,0,0,0,0,0,1,0,1,0,2,79
אשדוד,70,1560,0,295,20,275,11,4,0,0,1,0,0,1,4,3,1,0,84,0,123,26,2,0,0,0,0,0,0,2,0,0,2,5,0,1,5
אשדוד,70,1570,0,379,3,376,42,7,0,0,0,0,1,27,4,17,1,0,85,2,108,43,1,0,0,0,0,0,0,0,0,1,1,4,0,4,28
אשדוד,70,1580,0,387,5,382,24,4,0,0,0,0,0,16,0,11,1,1,103,1,143,41,3,0,0,0,1,0,0,0,0,0,1,3,1,3,25
אשדוד,70,1590,0,298,11,287,13,7,1,0,0,0,0,3,0,4,0,0,56,0,131,38,1,0,0,1,0,0,0,0,0,0,0,1,0,0,31
אשדוד,70,1600,0,311,9,302,16,11,0,0,0,0,17,6,0,7,1,4,57,0,99,33,1,0,2,0,0,0,1,0,0,0,1,4,0,2,40
אשדוד,70,1610,0,293,6,287,7,0,0,0,0,1,0,1,6,14,0,0,71,0,114,33,1,0,0,1,1,0,0,0,0,2,0,3,0,5,27
אשדוד,70,1620,0,704,3,701,3,607,0,0,0,0,16,0,0,1,0,0,5,0,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47
אשדוד,70,1630,0,388,2,386,43,3,0,0,0,0,0,11,1,35,0,1,102,0,86,36,5,0,0,0,0,0,0,0,0,1,0,3,0,5,54
אשדוד,70,1640,0,353,4,349,55,7,0,0,0,2,0,18,3,20,0,0,103,0,36,46,3,0,0,0,0,0,0,0,1,2,0,3,0,2,48
אשדוד,70,1650,0,318,4,314,30,5,0,0,0,0,0,8,3,25,2,2,68,0,87,40,2,0,0,0,0,0,0,0,0,0,1,5,0,6,30
אשדוד,70,1660,0,474,8,466,82,7,0,0,0,0,0,24,0,27,2,3,111,0,75,44,8,1,0,0,0,2,0,0,0,0,1,2,0,5,72
אשדוד,70,1670,0,433,8,425,45,9,1,0,0,1,1,26,1,23,1,0,112,0,66,65,3,0,0,0,1,2,2,0,0,4,2,2,0,3,55
אשדוד,70,1680,0,330,9,321,25,9,0,0,0,0,0,7,2,14,0,0,76,0,96,52,7,0,0,0,0,0,0,0,0,0,0,2,0,0,31
אשדוד,70,1690,0,399,4,395,48,5,0,0,0,0,1,9,2,18,1,1,123,0,99,47,5,0,0,0,0,0,1,0,0,0,0,4,0,6,25
אשדוד,70,1700,0,308,5,303,73,2,0,0,1,0,0,21,2,15,0,0,77,0,27,34,11,1,0,2,0,0,0,0,0,0,1,5,0,9,22
אשדוד,70,1710,0,352,5,347,12,2,0,0,0,0,0,1,2,9,2,1,82,0,174,35,1,0,0,2,2,0,0,0,0,0,3,3,0,4,12
אשדוד,70,1720,0,422,7,415,79,7,0,0,0,0,1,20,0,20,0,1,111,0,38,70,4,0,0,2,0,0,0,0,0,0,1,4,0,6,51
אשדוד,70,1730,0,372,10,362,66,2,0,0,0,0,1,8,4,18,0,1,92,1,71,40,12,1,0,3,1,0,0,0,0,0,0,5,0,3,33
אשדוד,70,1740,0,337,3,334,57,3,0,0,0,0,0,26,0,20,0,0,105,0,12,59,9,0,0,1,1,0,0,0,0,0,0,3,0,4,34
אשדוד,70,1750,0,317,4,313,71,1,0,0,0,0,0,24,1,14,0,0,87,0,19,30,5,1,0,1,1,0,0,0,0,0,0,5,0,5,48
אשדוד,70,1760,0,471,0,471,85,1,0,0,0,0,0,12,2,32,3,2,138,0,72,49,7,0,0,4,0,0,1,0,0,0,0,3,0,9,51
אשדוד,70,1770,0,297,7,290,33,1,1,0,0,0,3,16,2,13,1,2,85,0,27,50,0,0,0,1,0,0,1,0,0,0,0,2,0,4,48
אשדוד,70,1780,0,340,5,335,48,5,1,0,0,0,1,26,2,17,2,0,89,0,60,30,6,0,0,1,0,0,0,0,0,0,1,2,0,2,42
אשדוד,70,1790,0,362,4,358,52,4,0,0,0,0,0,25,0,22,0,1,103,0,65,30,4,0,0,3,0,2,0,0,0,0,3,3,1,3,37
אשדוד,70,1800,0,516,5,511,0,350,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156
אשדוד,70,1810,0,549,2,547,0,527,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
אשדוד,70,1820,0,486,1,485,0,369,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112
אשדוד,70,1830,0,681,4,677,0,526,0,0,0,0,0,0,0,4,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,142
אשדוד,70,1840,0,548,3,545,1,419,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,121
אשדוד,70,1850,0,700,3,697,0,204,0,0,0,0,0,0,0,2,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486
אשדוד,70,1860,0,610,4,606,1,439,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160
אשדוד,70,1870,0,486,0,486,1,370,0,0,0,0,0,0,0,1,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109
אשדוד,70,1890,0,381,13,368,6,1,0,0,0,0,0,3,4,5,0,4,77,1,226,29,3,0,0,0,0,0,1,0,1,0,2,1,0,4,0
אשדוד,70,1900,0,338,12,326,10,2,0,0,0,0,0,1,3,4,4,2,95,1,144,39,4,0,0,1,1,0,0,0,0,0,4,1,0,4,6
אשדוד,70,1910,0,407,4,403,65,5,0,0,0,0,0,23,1,24,1,6,91,0,40,70,2,0,0,0,0,0,0,0,0,1,0,2,0,4,68
אשדוד,70,1920,0,428,13,415,12,3,0,0,1,0,0,8,4,9,2,2,74,0,229,35,0,0,0,0,0,0,0,1,0,0,2,4,0,2,27
אשדוד,70,1930,0,337,13,324,13,2,0,0,0,1,0,3,4,1,1,1,79,0,172,32,2,0,0,0,0,0,0,0,0,0,0,4,0,1,8
אשדוד,70,1940,0,390,2,388,49,16,0,0,0,0,0,22,1,31,1,4,52,1,25,31,0,0,0,1,0,1,0,0,0,0,0,4,0,2,147
אשדוד,70,1960,0,327,6,321,16,3,0,0,0,0,0,5,1,3,1,0,63,0,185,23,0,1,0,0,0,0,0,0,0,1,1,1,0,1,16
אשדוד,70,1970,0,290,14,276,16,3,0,0,0,0,2,4,2,9,1,2,45,0,112,31,4,0,0,0,1,0,1,0,0,2,2,0,0,2,37
אשדוד,70,1980,0,273,3,270,52,3,0,0,0,1,0,20,0,15,0,0,72,0,45,40,3,0,0,0,0,0,0,0,0,0,0,1,0,2,16
אשדוד,70,1990,0,300,0,300,63,5,0,0,0,0,0,26,1,23,0,3,88,0,12,32,3,0,0,1,0,0,0,0,0,0,0,4,0,8,31
אשדוד,70,2000,0,406,6,400,79,2,0,0,0,0,0,16,0,41,0,0,125,0,16,54,6,1,0,1,0,0,1,0,0,0,0,5,0,2,51
אשדוד,70,2010,0,376,2,374,57,5,0,0,0,0,0,19,2,38,0,1,112,1,16,53,6,0,0,0,0,0,0,0,0,1,0,1,0,8,54
אשדוד,70,2020,0,339,11,328,78,3,0,0,0,0,0,17,1,13,1,0,99,0,21,36,5,0,0,5,0,0,0,0,0,0,1,1,0,8,39
אשדוד,70,2030,0,364,4,360,65,3,0,0,0,0,0,29,0,17,0,0,105,0,28,51,11,0,0,1,0,0,0,0,0,0,0,3,0,8,39
אשדוד,70,2040,0,356,3,353,87,5,0,0,0,0,0,22,0,24,0,2,93,0,36,46,5,0,0,1,0,0,0,0,0,0,1,1,0,5,25
אשדוד,70,2050,0,438,2,436,56,7,0,0,0,0,3,26,2,44,0,0,88,0,39,57,4,0,2,2,0,1,1,0,0,0,0,3,2,3,96
אשדוד,70,2060,0,269,4,265,17,3,0,0,1,0,4,3,4,13,1,0,54,0,54,36,1,0,0,0,1,0,0,0,1,1,0,1,0,3,67
אשדוד,70,2070,0,276,8,268,37,7,0,0,0,1,1,13,1,24,0,1,59,0,37,36,2,0,0,0,0,0,0,0,0,0,2,1,0,5,41
אשדוד,70,2080,0,404,11,393,19,3,2,0,0,1,0,5,0,9,0,1,82,0,218,25,7,0,0,0,0,1,0,0,1,3,4,0,0,1,11
אשדוד,70,2090,0,376,23,353,7,4,1,0,1,0,2,0,0,14,1,0,66,0,208,34,0,1,0,0,1,2,0,0,0,0,1,1,0,1,8
אשדוד,70,2100,0,246,8,238,14,13,1,0,0,0,14,3,1,7,0,0,37,0,40,19,2,0,1,1,1,0,0,0,0,1,2,1,0,1,79
אשדוד,70,2110,0,477,14,463,28,14,0,0,0,0,10,4,6,21,1,0,71,0,113,48,0,0,0,0,2,0,1,0,0,0,2,5,0,3,134
אשדוד,70,2120,0,593,2,591,0,441,0,0,0,0,1,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144
אשדוד,70,2130,0,371,19,352,8,2,0,0,0,0,7,5,3,20,1,1,72,2,170,28,4,0,0,0,2,0,0,0,1,1,0,2,0,1,22
אשדוד,70,2140,0,291,9,282,25,4,2,0,0,0,3,4,0,5,0,1,37,0,114,31,4,0,0,0,0,0,2,0,0,0,0,2,0,2,46
אשדוד,70,2150,0,275,7,268,43,3,0,1,0,0,0,17,1,13,2,3,50,0,29,33,1,0,0,1,1,0,1,1,0,2,1,4,0,0,61
אשדוד,70,2160,0,254,5,249,41,2,0,0,0,0,0,11,0,15,0,1,53,1,44,35,3,0,0,1,0,0,0,0,1,0,2,3,0,1,35
אשדוד,70,2170,0,371,11,360,52,8,0,0,0,0,0,12,1,18,0,0,99,0,80,38,5,0,0,1,0,0,0,0,0,1,2,2,0,4,37
אשדוד,70,2180,0,417,9,408,54,2,0,0,0,0,1,26,0,33,0,1,110,0,53,62,5,0,0,1,0,0,0,0,0,1,1,3,0,3,52
אשדוד,70,2190,0,519,5,514,55,5,0,0,0,0,3,15,1,44,0,3,144,0,66,76,5,0,0,1,0,0,0,0,0,0,1,1,0,5,89
אשדוד,70,2200,0,426,4,422,83,10,0,0,0,0,0,15,5,30,0,2,96,0,67,53,1,0,0,0,0,0,0,0,0,0,0,0,0,4,56
אשדוד,70,2210,0,401,7,394,42,6,0,0,0,0,2,12,2,35,0,1,94,1,73,43,3,0,0,2,0,0,0,0,0,0,1,3,0,4,70
אשדוד,70,2220,0,255,3,252,42,2,0,0,0,1,0,10,1,12,2,0,59,0,24,29,3,0,0,0,0,1,1,0,0,0,0,0,0,1,64
אשדוד,70,2230,0,275,4,271,57,8,0,0,0,0,0,23,1,17,0,1,72,0,16,23,6,0,0,0,0,0,0,0,1,0,0,3,0,5,38
אשדוד,70,2240,0,423,6,417,39,7,1,0,0,0,0,4,4,33,1,0,66,0,111,53,1,0,0,2,0,0,1,0,0,1,0,4,1,5,83
אשדוד,70,2250,0,394,5,389,68,5,0,0,0,0,1,10,2,27,1,2,105,0,45,65,0,0,0,2,1,0,0,0,0,1,1,2,0,4,47
אשדוד,70,2260,0,358,0,358,44,4,0,0,0,0,0,14,1,21,0,1,88,0,37,54,3,1,1,1,0,0,0,0,0,0,0,2,0,4,82
אשדוד,70,2270,0,393,6,387,32,11,0,0,0,0,1,8,6,25,0,1,109,0,90,57,2,0,0,1,0,0,1,0,1,1,0,3,0,6,32
אשדוד,70,2280,0,423,8,415,47,8,0,0,0,1,0,15,0,43,2,2,92,0,54,74,0,0,0,0,1,0,0,0,0,1,0,3,0,7,65
אשדוד,70,2290,0,411,9,402,30,4,1,0,0,0,0,11,7,17,2,2,95,0,118,45,4,0,0,4,1,0,0,1,0,0,1,3,1,5,50
אשדוד,70,2300,0,294,5,289,48,2,0,0,0,0,0,10,3,20,0,2,83,1,46,32,4,0,0,1,1,0,0,0,0,0,0,2,0,2,32
אשדוד,70,2310,0,403,6,397,47,7,0,0,0,0,2,21,1,31,1,1,92,1,50,67,5,0,0,3,0,0,0,1,1,0,1,6,0,5,54
אשדוד,70,2320,0,378,16,362,16,7,0,0,0,1,0,7,0,19,0,5,80,0,149,35,5,1,0,0,1,0,0,3,0,2,0,1,0,1,29
אשדוד,70,2330,0,255,6,249,23,0,0,0,0,0,1,12,0,18,0,4,63,0,52,37,3,0,0,0,0,0,0,0,0,0,0,5,0,2,29
אשדוד,70,2340,0,311,8,303,34,4,0,0,0,2,0,9,2,18,2,0,82,0,69,34,4,0,0,1,0,0,0,0,0,0,1,3,0,5,33
אשדוד,70,2350,0,276,5,271,18,5,0,0,0,0,2,12,0,12,0,6,44,0,72,52,2,0,0,0,0,0,1,0,0,0,0,2,0,0,43
אשדוד,70,2360,0,352,15,337,39,5,0,0,0,0,2,12,2,16,3,0,78,0,69,43,5,0,0,0,0,0,1,0,0,0,0,4,0,2,56
אשדוד,70,2400,0,360,7,353,70,6,0,0,0,0,0,10,2,20,0,3,94,0,52,39,8,0,0,2,0,1,0,0,0,0,0,3,0,9,34
אשדוד,70,2410,0,401,7,394,90,3,0,0,0,0,1,32,1,33,1,2,108,0,38,42,6,0,0,0,0,0,0,0,0,0,1,1,0,7,28
אשדוד,70,2420,0,358,3,355,68,5,0,0,0,0,0,21,0,27,0,3,101,0,24,44,7,0,0,4,0,0,0,0,0,0,0,5,1,7,38
אשדוד,70,2450,0,287,5,282,53,2,0,0,0,0,0,15,1,22,0,0,61,0,21,41,2,0,0,0,0,0,0,0,0,0,0,0,0,6,58
אשדוד,70,2500,0,220,11,209,23,5,0,0,0,1,11,5,2,1,2,2,31,0,45,19,3,0,0,0,0,0,0,0,0,0,1,2,0,2,54
אשדוד,70,2520,0,337,4,333,38,9,0,0,0,0,1,13,1,44,1,2,47,0,18,50,5,0,0,0,0,0,0,1,0,0,1,2,0,0,100
אשדוד,70,9520,0,136,1,135,25,0,0,0,0,0,0,5,0,17,0,0,35,0,10,26,1,0,0,0,0,1,0,0,0,0,0,2,1,3,9
אשדוד,70,9530,0,415,8,407,41,10,0,0,0,0,2,14,0,19,1,1,114,0,60,58,1,1,0,0,0,0,1,0,0,1,0,3,0,1,79
אשדוד,70,9540,0,408,9,399,41,7,0,0,0,0,0,14,4,23,3,4,112,0,56,60,6,1,1,1,0,0,0,0,0,0,0,1,0,4,61
אשדוד,70,9900,0,12,0,12,3,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
אשבול,71,10,0,155,2,153,68,5,0,0,0,0,0,6,0,7,0,0,31,0,6,12,1,0,0,2,0,0,0,0,0,0,0,0,0,0,15
גן שמואל,72,11,0,328,1,327,81,0,0,0,0,0,0,4,1,1,0,0,45,0,2,5,166,0,0,1,0,0,0,0,0,1,0,11,0,8,1
גן שמואל,72,12,0,285,1,284,59,1,1,0,0,0,0,1,0,0,0,0,38,0,0,0,162,0,0,1,0,0,0,0,0,1,0,17,0,3,0
עין הוד,74,10,0,218,5,213,79,0,3,1,2,0,2,11,1,0,0,0,38,0,13,4,35,0,0,3,0,0,0,0,0,0,0,5,0,16,0
כפר גלעדי,76,10,0,337,2,335,137,0,0,0,0,0,0,34,2,4,0,0,91,1,13,6,15,1,1,5,0,0,0,0,0,0,0,15,0,9,1
איילת השחר,77,10,0,268,4,264,95,0,0,0,0,0,33,9,1,3,0,2,69,0,2,6,14,0,1,6,0,0,0,0,0,0,1,7,0,9,6
איילת השחר,77,20,0,260,0,260,126,1,0,0,1,0,9,8,0,3,0,0,69,0,7,8,13,0,0,1,0,0,0,0,0,1,0,5,0,5,3
